wp_user_id,broadcast_at,timestamp,field,total_point,answer_count,max_point,is_completed
356,25-Apr-24,2024/4/25 17:53,•¶–@,90,1,100,0
356,25-Apr-24,2024/4/25 17:56,•¶–@,100,1,100,1
362,05-Apr-24,2024/4/17 15:27,Œêœb,90,1,100,0
362,11-Apr-24,2024/4/17 13:44,Š¿Žš,90,1,100,0
362,16-Apr-24,2024/4/17 8:13,•¶–@,80,1,100,0
363,01-Apr-24,2024/4/20 21:40,Š¿Žš,100,1,100,1
363,05-Apr-24,2024/4/20 22:00,Œêœb,100,2,100,1
363,05-Apr-24,2024/4/20 22:14,Œêœb,80,1,100,0
363,05-Apr-24,2024/4/20 21:59,Œêœb,100,2,100,1
363,08-Apr-24,2024/4/20 22:08,•¶–@,100,2,100,1
363,08-Apr-24,2024/4/20 22:20,•¶–@,90,1,100,0
363,08-Apr-24,2024/4/20 22:09,•¶–@,100,2,100,1
363,11-Apr-24,2024/4/20 21:53,Š¿Žš,90,1,100,0
363,11-Apr-24,2024/4/20 21:48,Š¿Žš,100,1,100,1
367,25-Apr-24,2024/4/27 11:48,•¶–@,30,1,100,0
367,29-Apr-24,2024/4/29 15:24,Œêœb,70,1,100,0
375,25-Apr-24,2024/4/27 12:15,•¶–@,80,3,100,0
375,25-Apr-24,2024/4/27 12:17,•¶–@,80,3,100,0
375,25-Apr-24,2024/4/27 12:19,•¶–@,80,3,100,0
376,29-Apr-24,2024/4/29 15:17,Œêœb,60,1,100,0
377,23-Apr-24,2024/4/29 15:24,Œêœb,30,2,100,0
377,23-Apr-24,2024/4/29 15:26,Œêœb,30,2,100,0
378,25-Apr-24,2024/4/26 13:38,•¶–@,90,1,100,0
380,25-Apr-24,2024/4/26 15:33,•¶–@,70,1,100,0
382,23-Apr-24,2024/4/27 9:22,Œêœb,100,1,100,1
382,25-Apr-24,2024/4/27 9:08,•¶–@,90,1,100,0
384,29-Apr-24,2024/4/29 20:03,Œêœb,100,1,100,1
385,29-Apr-24,2024/4/29 15:51,Œêœb,90,1,100,0
386,29-Apr-24,2024/4/29 15:52,Œêœb,100,1,100,1
